condition,snippet_id,snippet_text,question,run,score,reasoning
standard_llm,llm-lines:0759,the earth breathes with a heavy heart,1,2,1,"This is a clearly crafted poetic line employing deliberate personification (earth breathing, having a heart) and a familiar idiom (""heavy heart"") repurposed as metaphor, all designed to evoke melancholy and connection between human emotion and the natural world."
standard_llm,llm-lines:0250,faded pictures line the canyon wall,1,1,1,"This reads like a line of poetry or song lyric that is deliberately crafted — the juxtaposition of ""faded pictures"" with ""canyon wall"" creates a controlled ambiguity (photographs? petroglyphs? geological strata?) that feels like a purposeful poetic move, and the rhythm and imagery are carefully composed."
lstm_vae,lstm-vae-lines:0459,i will be believe,1,1,5,"This brief phrase reads like a typo or grammatical error (likely ""I will believe"" with an accidental extra ""be""), and its strange, almost prophetic quality feels entirely unintentional — a product of mistake rather than design."
lstm_vae,lstm-vae-lines:0459,i will be believe,1,5,5,"This fragment reads like a typo or grammatical error (perhaps intended as ""I will believe"" or ""I will be believed""), and its strange, almost haunting quality — the collision of ""be"" and ""believe"" — feels entirely accidental rather than crafted."
lstm_vae,lstm-vae-lines:0603,just the wind,1,5,4,"This minimal phrase feels like it could be a fragment of natural speech or a casual dismissal (as when someone hears a noise and says ""just the wind""), yet its isolation on the page gives it an unintended poetic resonance — the brevity and ambiguity feel like they arise from the phrase's ordinary origins rather than from deliberate literary crafting."
standard_llm,llm-lines:0025,a stranger's smile fades with the rain,2,3,1,"This short, evocative line is immediately recognizable as poetic — specifically, it reads as a haiku-like or imagist fragment, combining a human moment with a natural image in a compressed, lyrical form."
lstm_vae,lstm-vae-lines:0220,but a difference question's gone,1,1,5,"This fragment reads like a grammatical accident or a piece of text generated without intentional meaning — its strange, almost aphasic quality feels entirely undesigned, as though words were assembled by a process indifferent to literary effect."
standard_llm,llm-lines:0616,shadows deepen beneath the pines,2,5,1,"This is a brief, imagistic line that fits comfortably within recognized modes such as haiku, imagist poetry, or lyrical nature writing, immediately evoking a poetic tradition."
standard_llm,llm-lines:0238,"eyes of dawn, red with truth.",1,1,1,"This short phrase feels deliberately crafted as a poetic fragment, with its compressed metaphor linking dawn, eyes, and truth through the color red — it reads as an intentional imagistic construction aiming for evocative, aphoristic power."
lstm_vae,lstm-vae-lines:0094,alone there was a road of magic,2,5,1,"This short phrase reads as a line of poetry or a fragment of lyrical/fantasy prose, fitting comfortably within recognizable poetic or literary modes."
standard_llm,llm-lines:0030,a touch fades like smoke in the rain,1,2,1,"This reads as a deliberately crafted poetic simile, with carefully chosen sensory imagery (touch, smoke, rain) and a compact lyrical structure designed to evoke a specific feeling of ephemeral loss."
standard_llm,llm-lines:0517,"my voice, just an echo of static.",1,1,1,"This reads as a deliberately crafted poetic fragment, with the metaphor of voice as ""echo of static"" carefully chosen to evoke alienation and technological mediation — it feels like a designed line from a poem or song lyric."
lstm_vae,lstm-vae-lines:0104,and everything you feel,1,5,3,"This is a common, generic phrase fragment that could appear in song lyrics, conversation, or poetry — it lacks any distinctive literary markers or surprising qualities, feeling like a neutral, everyday expression rather than either a crafted artistic statement or a strangely emergent one."
standard_llm,llm-lines:0281,flowers fade in dying light.,2,5,1,"This is a straightforward, compact line of lyrical/poetic writing employing natural imagery and a melancholic tone, immediately recognizable as belonging to the poetic mode."
lstm_vae,lstm-vae-lines:0099,and a mother's daughter with lies eyes,2,3,2,"This brief fragment reads as a line of poetry with a surreal or dreamlike quality—""lies eyes"" introduces an unexpected compound that feels at home in experimental or surrealist poetic traditions, though its extreme brevity and grammatical ambiguity give it a slightly elusive quality."
standard_llm,llm-lines:0104,cold embraces burn the night,2,3,1,"This is a concise, imagistic phrase that reads immediately as poetry or a poetic fragment, employing oxymoron (""cold embraces burn"") and lyrical compression characteristic of the poetic mode."
standard_llm,llm-lines:0223,eyes close as dawn grows cold.,2,4,1,"This is a brief, imagistic fragment that fits squarely within the tradition of minimalist poetry or haiku-like lyric verse, immediately recognizable as a poetic mode."
lstm_vae,lstm-vae-lines:0163,and we feel different later,2,2,2,"This brief, lowercase fragment reads as a line of minimalist poetry or a lyrical fragment, fitting comfortably within recognized traditions of spare, contemplative verse."
lstm_vae,lstm-vae-lines:0825,this love that he's by,1,2,5,"This five-word fragment feels like it could be a mishearing, a textual glitch, or a line pulled out of context — its strange, almost nonsensical grammar (""love that he's by"") produces an oddly evocative quality that doesn't feel intentionally designed for literary effect but rather stumbled upon."
standard_llm,llm-lines:0913,they walk through fire without fear,1,5,2,"This reads as a straightforward, somewhat generic heroic or inspirational statement — a deliberate piece of rhetoric using a common metaphor (walking through fire) to convey bravery, clearly crafted for effect even if simply so."
standard_llm,llm-lines:0027,a thousand miles in moments lost to dust,1,3,1,"This reads as a deliberately composed poetic line, with its carefully balanced rhythm, the evocative pairing of vast distance (""a thousand miles"") with temporal dissolution (""moments lost to dust""), and the intentional ambiguity of ""lost to dust"" — all hallmarks of conscious literary craft aimed at producing a specific elegiac, transient effect."
standard_llm,llm-lines:0718,static fills the empty spaces,2,1,2,"This short phrase reads as a line of poetry or a lyrical fragment, fitting comfortably within minimalist or imagist poetic traditions, though its brevity and ambiguity give it a slight atmospheric quality that could also evoke song lyrics or aphoristic writing."
standard_llm,llm-lines:0718,static fills the empty spaces,1,3,2,"This reads as a deliberately crafted poetic line, with its clean metaphorical compression linking the physical phenomenon of static with absence and emptiness, creating a designed paradox where noise fills void — it feels like a consciously composed fragment."
lstm_vae,lstm-vae-lines:0367,i expect you on my dreams,1,4,5,"This brief phrase feels like a non-native English speaker's genuine attempt at expression, where the grammatical ""error"" of using ""on"" instead of ""in"" creates an unexpectedly striking image — expecting someone *on* dreams, as if dreams were a surface or stage — a poetic effect that clearly was not intended but emerged from the gap between languages."
